"EDCS-ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating","cleaned_place"
"EDCS-03000732","REMCacak 00013 = AE 1996, 01199 = AE 2001, +01605","Dalmatia","Cacak / Malvesiatium","9","70","9","70","milites;  tituli sacri;  viri","] VL[3] / [b(ene)]f(iciarius) co[(n)s(ularis)] / [l]eg(ionis) XI [Cl(audiae)] / [v(otum)] s(olvit) [l(ibens) m(erito)]","VL f co eg XI s","VL beneficiarius consularis legionis XI Claudiae votum solvit libens merito",NA,NA,"43.8913319","20.3501125","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$REMCacak_00013.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039932","","","9 to 70","Municipium Malvesatium"
"EDCS-27400589","CIL 03, 01742 (p 1492)","Dalmatia","Cavtat / Epidaurum","1","100","1","100","liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Lartidia Recepta / C(ai) Lartidi Crispi |(centurionis) / coh(ortis) VIII volunt(iariorum) ann(orum) / XXVII patronus pos(u)it / h(ic) s(ita) e(st)","Lartidia Recepta C Lartidi Crispi coh VIII volunt ann XXVII patronus posit h s e","Lartidia Recepta Cai Lartidi Crispi centurionis cohortis VIII voluntiariorum annorum XXVII patronus posuit hic sita est","rupes",NA,"42.5814314","18.2177461","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053296","","","1 to 100","Epidaurum"
"EDCS-27400590","CIL 03, 01743 (p 1028)","Dalmatia","Cavtat / Epidaurum","1","150","1","150","milites;  mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","Sabinae Herme/tis N(ovi) P() et Noviae Do/natae et No(viae) Hermae / Sabinus per suis fecit / de Sabinino mil(ite) / coh(ortis) VIII vol(untiariorum) an(norum) XXII","Sabinae Hermetis N P et Noviae Donatae et No Hermae Sabinus per suis fecit de Sabinino mil coh VIII vol an XXII","Sabinae Hermetis Novi P et Noviae Donatae et Noviae Hermae Sabinus per suis fecit de Sabinino milite cohortis VIII voluntiariorum annorum XXII",NA,NA,"42.5814314","18.2177461","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053297","","","1 to 150","Epidaurum"
"EDCS-31500389","CIL 03, 08406","Dalmatia","Cavtat / Epidaurum","1","150","1","150","milites;  ordo equester;  ordo senatorius;  tria nomina;  viri","M(arcus) Annius M(arci) f(ilius) Triarius / <t=P>r(ibunus) mil(itum)","M Annius M f Triarius Pr mil","Marcus Annius Marci filius Triarius tribunus militum",NA,NA,"42.5814314","18.2177461","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD062031","","","1 to 150","Epidaurum"
"EDCS-10000652","ILJug-02, 00636 = AE 1964, 00227 = AE 1966, 00280 = AE 1989, 00608 = AE 2008, +01035","Dalmatia","Cavtat / Epidaurum","14","20","14","20","milites;  ordo decurionum;  ordo equester;  ordo senatorius;  tituli operum;  tria nomina;  viri","[P(ublio)] Dolabella / leg(ato) pro pr(aetore) / coh(ors) VI vol(untariorum) / trib(uno) L(ucio) Purtisio Atinate / [3]ilio C(aio) Saenio IIvir(is)","Dolabella leg pro pr coh VI vol trib L Purtisio Atinate ilio C Saenio II vir","Publio Dolabella legato pro praetore cohors VI voluntariorum tribuno Lucio Purtisio Atinate ilio Caio Saenio II viris",NA,NA,"42.5814314","18.2177461","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-02_00636_1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD016150","","","14 to 20","Epidaurum"
"EDCS-28300058","CIL 03, 02733 = ZPE-7-85 = Legio-VII 00073 = AE 1977, 00613","Dalmatia","Citluk / Aequum","42","100","42","100","milites;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri","Sex(tus) Iu[lius Sex(ti) f(ilius)] / Ani(ensi) Silva[nus Foro Iulii] / summus c[urat(or) c(ivium) R(omanorum) prov(inciae) Dalm(atiae)] / suffragio [eorum factus vet(eranus?)] / leg(ionis) VII C(laudiae) P(iae) F(idelis) aed[ilis col(oniae) Claudiae Aequi ab] / ordine primus [post col(oniam) ded(uctam) creatus] / IIIIvir i(ure) d(icundo) pont(ifex) [in col(onia?) Salona(?) 3] / in ag[ro] p(edes) [3] / h(oc) s(epulcrum) h(eredem) [n(on) s(equetur)]","Sex Iu Ani Silva summus c suffragio leg VII C P F aed ordine primus IIII vir i d pont in ag p h s h","Sextus Iulius Sexti filius Aniensi Silvanus Foro Iulii summus curator civium Romanorum provinciae Dalmatiae suffragio eorum factus veteranus legionis VII Claudiae Piae Fidelis aedilis coloniae Claudiae Aequi ab ordine primus post coloniam deductam creatus IIII vir iure dicundo pontifex in colonia Salona in agro pedes hoc sepulcrum heredem non sequetur",NA,NA,"43.7425382","16.6534966","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD005641;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=2733","","","42 to 100","Aequum"
"EDCS-30100422","CIL 03, 09756","Dalmatia","Citluk / Aequum","1","150","1","150","tituli sacri;  viri","[Veneri] / [Ge]netrici / [3]CL[3] / [3]M[3] / Cn(aei) f(ilius?) [3] / [d]omo [3]/N in [3] / [Ae]quitat(is?) [3] / [3]I ex [","netrici CL M Cn f omo N in quitat I ex","Veneri Genetrici CL M Cnaei filius domo N in Aequitatis I ex",NA,NA,"43.7425382","16.6534966","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061970","","","1 to 150","Aequum"
"EDCS-30100426","CIL 03, 09760","Dalmatia","Citluk / Aequum","1","150","1","150","milites;  nomen singulare;  tituli sepulcrales;  viri","Burrius Betuloni / f(ilius) Trebocus miles / c(o)ho(rtis) Aquitanorum / annorum LV / stip(endiorum) XXIX / h(ic) s(itus) e(st) / heres posuit","Burrius Betuloni f Trebocus miles cho Aquitanorum annorum LV stip XXIX h s e heres posuit","Burrius Betuloni filius Trebocus miles cohortis Aquitanorum annorum LV stipendiorum XXIX hic situs est heres posuit",NA,NA,"43.7425382","16.6534966","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_09760.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061961","","","1 to 150","Aequum"
"EDCS-30100427","CIL 03, 09761 (p 1475) = Legio-VII 00062","Dalmatia","Citluk / Aequum","42","150","42","150","liberti/libertae;  milites;  tria nomina;  viri","M(arcus) Varenus / M(arci) f(ilius) Vol(tinia) Valens ve/ter(anus) leg(ionis) VII C(laudiae) P(iae) F(idelis) t(estamento) f(ieri) i(ussit) / arbitratu M(arci) Vare/ni Secundi liberti idem/que heredis","M Varenus M f Vol Valens veter leg VII C P F t f i arbitratu M Vareni Secundi liberti idem que heredis","Marcus Varenus Marci filius Voltinia Valens veteranus legionis VII Claudiae Piae Fidelis testamento fieri iussit arbitratu Marci Vareni Secundi liberti idem que heredis",NA,NA,"43.7425382","16.6534966","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061959","","","42 to 150","Aequum"
"EDCS-30200126","CIL 03, 09771","Dalmatia","Citluk / Aequum","41","100","41","100","liberti/libertae;  mulieres;  tituli sepulcrales;  tria nomina;  viri","C(aio) Corn]elio Cl(audia) [3]/no Cornelia [3] / [p]atrono t(estamento) f(ieri) i(ussit) Corneli[3] / [3] Verecundus Pudens [3] / [lib(erti)] et hered(es) P(ubli) Quinti Liciniani [3] / [hi]c testamento reliquit col(oniae) C(laudiae) [Aeq(uitanis)] / [H]S n(ummum) LX(milia) e[x c]uius reditu [quotannis","C Cornelio Cl no Cornelia atrono t f i Corneli Verecundus Pudens et hered P Quinti Liciniani c testamento reliquit col C S n LX euius reditu quotannis","Caio Cornelio Claudia no Cornelia patrono testamento fieri iussit Corneli Verecundus Pudens liberti et heredes Publi Quinti Liciniani hic testamento reliquit coloniae Claudiae Aequitanis HS nummum LXmilia ex cuius reditu quotannis",NA,NA,"43.7425382","16.6534966","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0033602;HD061948","","","41 to 100","Aequum"
"EDCS-32700500","CIL 03, 14946 (p 2328,114) = Legio-VII 00044 = AE 1900, 00139","Dalmatia","Citluk / Aequum","42","100","42","100","liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","C(aius) Octavius / C(ai) f(ilius) Fabia Vital[i]s / domo Brixiae / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) / testamento f(ieri) i(ussit) / arbitratu Octavi/ae Secundaes(!) lib(ertae) / suae","C Octavius C f Fabia Vitals domo Brixiae vet leg VII C P F h s e testamento f i arbitratu Octaviae Secundaes lib suae","Caius Octavius Cai filius Fabia Vitalis domo Brixiae veteranus legionis VII Claudiae Piae Fidelis hic situs est testamento fieri iussit arbitratu Octaviae Secundaes libertae suae",NA,NA,"43.7425382","16.6534966","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00044.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD028366;1ae1900-46;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=14946","","","42 to 100","Aequum"
"EDCS-10000244","ILJug-01, 00145 = AE 1950, 00045","Dalmatia","Citluk / Aequum","117","150","117","150","milites;  ordo senatorius;  tituli honorarii;  tria nomina;  viri","Cn(aeo) Minicio / Faustino / Iulio Severo / trib(uno) leg(ionis) XIIII Gem(inae) / quaestori provinc(iae) / Maced(oniae) trib(uno) pleb(is) pr(aetori) / leg(ato) leg(ionis) XIIII [Gem(inae)] / [","Cn Minicio Faustino Iulio Severo trib leg XIIII Gem quaestori provinc Maced trib pleb pr leg leg XIIII","Cnaeo Minicio Faustino Iulio Severo tribuno legionis XIIII Geminae quaestori provinciae Macedoniae tribuno plebis praetori legato legionis XIIII Geminae",NA,NA,"43.7425382","16.6534966","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD021622;1ae1950-21","","","117 to 150","Aequum"
"EDCS-10000760","ILJug-02, 00748","Dalmatia","Citluk / Aequum","42","100","42","100","liberti/libertae;  milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","M(arco) Caecilio / Saturni/no vet(erano) leg(ionis) XI / C(laudiae) P(iae) F(idelis) et / Viriae P(ubli) l(ibertae) / uxori [","M Caecilio Saturnino vet leg XI C P F et Viriae P l uxori","Marco Caecilio Saturnino veterano legionis XI Claudiae Piae Fidelis et Viriae Publi libertae uxori","lapis",NA,"43.7425382","16.6534966","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034195","","","42 to 100","Aequum"
"EDCS-28300101","CIL 03, 02772 = Legio-VII 00049","Dalmatia","Danilo Gornje / Rider","42","150","42","150","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uinto) Petro/nio Vale/nti militiav(it) / leg(ione) VII <C=G>(laudia) P(ia) F(ideli) / h(ic) s(itus) e(st)","Q Petronio Valenti militiav leg VII G P F h s e","Quinto Petronio Valenti militiavit legione VII Claudia Pia Fideli hic situs est",NA,NA,"43.706309","16.0292749","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_02772_1.jpg;$M_CIL_03_02772_2.jpg;$M_CIL_03_02772_3.jpg;$M_CIL_03_02772_4.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD062405","","","42 to 150","Rider"
"EDCS-71300207","AE 2014, 01013","Dalmatia","Doboj","71","100","71","100","milites;  tituli sacri;  tria nomina;  viri","[I(ovi)] O(ptimo) M(aximo) / [3 V]ar(ius?) R() / [3]TI[3] / coh(ortis?) I m(iliariae) / [e]x ius(su) / l(ibens)","O M ar R TI coh I m x ius l","Iovi Optimo Maximo Varius R TI cohortis I miliariae ex iussu libens",NA,NA,"44.7313612","18.0847183","",NA,"","","","71 to 100","Doboj"
"EDCS-30301451","CIL 03, 09939 (p 1475) = Legio-VII 00037 = AE 1890, 00051","Dalmatia","Dobropoljci","31","100","31","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Q(uintus) Magius / C(ai) f(ilius) Publ(ilia) dom(o) / Verona vetera(nus) / leg(ionis) VII annoru(m) / L stipend(iorum) XXV / t(estamento) f(ieri) i(ussit) h(ic) [s(itus)] e(st)","Q Magius C f Publ dom Verona vetera leg VII annoru L stipend XXV t f i h e","Quintus Magius Cai filius Publilia domo Verona veteranus legionis VII annorum L stipendiorum XXV testamento fieri iussit hic situs est",NA,NA,"43.9936545","15.8108052","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00037.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058032;1ae1890-12;1ae1890-13","","","31 to 100","Dobropoljci"
"EDCS-29900022","CIL 03, 12794 (p 2328,114) = D 05952 = Legio-VII 00098 = Grbic-2014, 00034 = AE 1891, 00017","Dalmatia","Dubrava / Diluntum","41","54","41","54","Augusti/Augustae;  milites;  nomen singulare;  ordo senatorius;  termini;  tria nomina;  viri","[3 i]nter Ner[a]/[sti]nos et Pitunti/nos termini r[ec]/[o]gniti et restitu[ti] a / [P]isone leg(ato) pro pr(a)etore / [Ti(beri)] Claudi Caesaris [Aug(usti)] / Germanici per C(aium) Ma[r]/ium Maternum |(centurionem) leg(ionis) / VII C(laudiae) P(iae) F(idelis) quos L(ucius) Volus/[ius Saturninus","nter Nernos et Pituntinos termini rgniti et restitu a isone leg pro pretore Claudi Caesaris Germanici per C Maium Maternum leg VII C P F quos L Volusius Saturninus","inter Nerastinos et Pituntinos termini recogniti et restituti a Pisone legato pro praetore Tiberi Claudi Caesaris Augusti Germanici per Caium Marium Maternum centurionem legionis VII Claudiae Piae Fidelis quos Lucius Volusius Saturninus","lapis",NA,"43.078729","17.958448","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00098.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0044129;HD053585;de-b0467;1ae1891-05","","","41 to 54","Diluntum"
"EDCS-00380803","AE 1994, 01357","Dalmatia","Dugopolje / Salona","51","100","51","100","milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","C(aius) Iulius Bar/cenei f(ilius) The/odorus m/iles coh(ortis) II / Cyrrhesta/rum annor(um) / LXV stipen(diorum) XLII / h(ic) s(itus) e(st) posuit / C(aius) Iulius Scapula / frat(er)","C Iulius Barcenei f Theodorus miles coh II Cyrrhestarum annor LXV stipen XLII h s e posuit C Iulius Scapula frat","Caius Iulius Barcenei filius Theodorus miles cohortis II Cyrrhestarum annorum LXV stipendiorum XLII hic situs est posuit Caius Iulius Scapula frater",NA,NA,"43.5825155","16.5954344","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039997","","","51 to 100","Salona"
"EDCS-00380804","AE 1994, 01358","Dalmatia","Dugopolje / Salona","1","100","1","100","milites;  sacerdotes pagani;  tituli sacri;  tria nomina;  viri","C(aius) Iulius An/dromachus / miles coh(ortis) II / Cyrr(h)estar(um) ann(orum) LXV stipend(iorum) / XXXX / C(aius) Iulius Apolla / sodalis vo(tum) posuit","C Iulius Andromachus miles coh II Cyrrestar ann LXV stipend XXXX C Iulius Apolla sodalis vo posuit","Caius Iulius Andromachus miles cohortis II Cyrrhestarum annorum LXV stipendiorum XXXX Caius Iulius Apolla sodalis votum posuit","lapis",NA,"43.5825155","16.5954344","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_1994_01358.jpg;$PF_AE_1994_01358_1.jpg;$AE_1994_01358.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039998","","","1 to 100","Salona"
"EDCS-00380801","Legio-VII 00021 = AE 1994, 01355","Dalmatia","Dugopolje / Salona","1","42","1","42","milites;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Iulius C(ai) f(ilius) / Vel(ina) domo / Pessinunte / vet(eranus) leg(ionis) VII / ann(orum) XLV stip(endiorum) XXV / h(ic) s(itus) e(st) / C(aius) Mummius p(osuit)","C Iulius C f Vel domo Pessinunte vet leg VII ann XLV stip XXV h s e C Mummius p","Caius Iulius Cai filius Velina domo Pessinunte veteranus legionis VII annorum XLV stipendiorum XXV hic situs est Caius Mummius posuit",NA,NA,"43.5825155","16.5954344","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00021.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039996","","","1 to 42","Salona"
"EDCS-00380802","ZPE-138-273 = AE 1994, 01356 = AE 2002, 01118","Dalmatia","Dugopolje / Salona","71","150","71","150","milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","Severus Triocha/ri f(ilius) Ubius / eq(ues) ala(e) Tu/ngr(orum) ann(orum) / XXVI sti(pendiorum) V / h(ic) s(itus) e(st) Urban/us fratri pos(u)it","Severus Triochari f Ubius eq ala Tungr ann XXVI sti V h s e Urbanus fratri posit","Severus Triochari filius Ubius eques alae Tungrorum annorum XXVI stipendiorum V hic situs est Urbanus fratri posuit",NA,NA,"43.5825155","16.5954344","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039734","","","71 to 150","Salona"
"EDCS-31200876","CIL 03, 08287a = CIL 03, 12692,2 = CIL 03, 13819a = Doclea 00022,2 = CILGM 00103,2","Dalmatia","Duklja / Duklje / Rusevine / Doclea","71","130","71","130","mulieres;  ordo decurionum;  ordo equester;  tituli honorarii;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","[M(arco)] Fl(avio) M(arci) f(ilio) Q[uir(ina) Ba]lbino huic defunc(to) ordo Docl(eatium) honore[s o]mnes et statuam / equestr(em) [dec]r(evit) Fl(avius) Fronto et Fl(avia) Tertulla fil(io)","Fl M f Qlbino huic defunc ordo Docl honoremnes et statuam equestr r Fl Fronto et Fl Tertulla fil","Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla filio","lapis",NA,"42.4686384","19.2654984","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Doclea_00022.jpg;$CILGM_00103_2.jpg;$CILGM_00103_2_1.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054373","","","71 to 130","Doclea"
"EDCS-31200877","CIL 03, 08287b = CIL 03, 12692,1 = CIL 03, 13819b = Doclea 00022,1 = CILGM 00103,1","Dalmatia","Duklja / Duklje / Rusevine / Doclea","71","130","71","130","mulieres;  ordo decurionum;  tituli honorarii;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","M(arco) Fl(avio) M(arci) f(ilio) Quir(ina) Balbino [huic defu]nc(to) ordo Docl(eatium) honores omnes et statuam / equestr(em) decr(evit) [Fl(avius) Fronto e]t Fl(avia) Tertulla parentes inauraverunt","M Fl M f Quir Balbino nc ordo Docl honores omnes et statuam equestr decr t Fl Tertulla parentes inauraverunt","Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla parentes inauraverunt","lapis",NA,"42.4686384","19.2654984","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00103_1.jpg;$CILGM_00103_1_1.jpg;$CILGM_00103-1_2.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054373","","","71 to 130","Doclea"
"EDCS-31200878","CIL 03, 08287c = CIL 03, 12692,3 = CIL 03, 13819c = Doclea 00022,4 = CILGM 00103,4","Dalmatia","Duklja / Duklje / Rusevine / Doclea","71","130","71","130","mulieres;  ordo decurionum;  ordo equester;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","[M(arco) Fl(avio) M(arci) f(ilio) Quir(ina) Balbino huic defunc(to) ordo Doc]l(eatium) honor(es) omnes et statuam equestr(em) / [decr(evit) Fl(avius) Fronto et Fl(avia) Tertulla parentes] inauraverunt","l honor omnes et statuam equestr inauraverunt","Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla parentes inauraverunt","lapis",NA,"42.4686384","19.2654984","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00103_4.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054373","","","71 to 130","Doclea"
"EDCS-58000077","CIL 03, 12693 = CIL 03, 12694 = CIL 03, 13820 = CIL 03, 18321 = Doclea 00023 = Bergemann 00092 = CILGM 00104 = CILGM 00105 = CILGM 00173 = CILGM 00174 = AE 1897, 00007 = AE 1897, 00008","Dalmatia","Duklja / Duklje / Rusevine / Doclea","71","130","71","130","mulieres;  tituli honorarii;  tituli operum;  tria nomina;  viri","M(arco) Flavio M(arci) f(ilio) / Quir(ina) / Balb[i]no ann(orum) XV / huic defunct(o) ord(o) / mun(icipii) Docl(eatium) funus / public(um) e[t] statuam / [ped]estre[m] decr(evit) item / [primo Docl(eatium) honores / qua[n]tos per [l]eges caper(e) / [licuit et statuam] equest(rem) / [3] Quir(ina) / [3] statuam / [3] t(estamento) p(oni) i(ussit) / M(arcus) Flavius Fronto / et Flavia Tertulla / parentes impens(am) adiect(am) / in[aura]verunt] // [M(arco) Fla]vio M(arci) f(ilio) / [Qu]ir(ina) / B[albin]o ann(orum) XV / [huic def]unct(o) ord(o) / [Docl(eatium) praete]r funu[s] / [public(um) st]atuam / [3] decrevit / [item primo D]ocleatiu[m] / [honores q]uantos pe[r] / [leges caper]e liceret e[t] / [statuam e]questr(em) / [M(arcus) Flaviu]s Fronto [et] / [F]lavia Tertull[a] / filio // [M(arcus) Fla]vius Fr[onto et Fl(avia) Te]rt[u]l/la [f(aciendum) c(uraverunt)]","M Flavio M f Quir Balbno ann XV huic defunct ord mun Docl funus public e statuam estre decr item primo Docl honores quatos per eges caper equest Quir statuam t p i M Flavius Fronto et Flavia Tertulla parentes impens adiect in vio M f ir Bo ann XV unct ord r funu atuam decrevit ocleatiu uantos pe e liceret e questr s Fronto lavia Tertull filio vius Frrtlla","Marco Flavio Marci filio Quirina Balbino annorum XV huic defuncto ordo municipii Docleatium funus publicum et statuam pedestrem decrevit item primo Docleatium honores quantos per leges capere licuit et statuam equestrem Quirina statuam testamento poni iussit Marcus Flavius Fronto et Flavia Tertulla parentes impensam adiectam inauraverunt Marco Flavio Marci filio Quirina Balbino annorum XV huic defuncto ordo Docleatium praeter funus publicum statuam decrevit item primo Docleatium honores quantos per leges capere liceret et statuam equestrem Marcus Flavius Fronto et Flavia Tertulla filio Marcus Flavius Fronto et Flavia Tertulla faciendum curaverunt",NA,NA,"42.4686384","19.2654984","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Doclea_00023.jpg;$CILGM_00104.jpg;$CILGM_00105.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD022568;1ae1897-02","","","71 to 130","Doclea"
